customer_id,full_name,email,country,join_date,segment,is_active
597,Victor Morris,victormorris_597@example.com,Australia,2022-07-10,retail,True
598,Susan Davis,susandavis_598@example.com,Singapore,2022-01-26,retail,True
599,Kimberly Sharp,kimberlysharp_599@example.com,United Kingdom,2023-05-13,retail,True
600,Susan Thompson,susanthompson_600@example.com,Singapore,2022-12-14,retail,True
601,Casey Gillespie,caseygillespie_601@example.com,India,2022-10-26,retail,True
602,Jennifer Simpson DVM,jennifersimpsondvm_602@example.com,Singapore,2023-09-06,retail,True
603,Tammy Mcdowell,tammymcdowell_603@example.com,France,2023-05-21,retail,True
604,Keith Rodriguez,keithrodriguez_604@example.com,Brazil,2023-02-05,retail,True
605,Mrs. Virginia Daniels,mrsvirginiadaniels_605@example.com,United States,2024-03-21,retail,True
606,Todd Rosales MD,toddrosalesmd_606@example.com,Australia,2024-06-20,retail,True
607,Brian Martin,brianmartin_607@example.com,Brazil,2022-10-06,retail,True
608,David Lopez,davidlopez_608@example.com,Germany,2024-09-08,retail,False
609,Rachel Bradley,rachelbradley_609@example.com,Australia,2023-08-20,retail,True
610,Casey Chase,caseychase_610@example.com,Brazil,2023-05-12,retail,True
611,Samantha Robertson,samantharobertson_611@example.com,Singapore,2024-01-18,retail,True
612,Michael Lopez,michaellopez_612@example.com,Brazil,2023-01-04,retail,True
613,Franklin Wright,franklinwright_613@example.com,India,2023-03-06,retail,True
614,David Molina,davidmolina_614@example.com,United Kingdom,2024-04-17,retail,True
615,Elizabeth Sharp,elizabethsharp_615@example.com,France,2023-05-11,retail,True
616,Matthew Schwartz,matthewschwartz_616@example.com,Singapore,2024-02-12,retail,False
617,Bryan Parker,bryanparker_617@example.com,India,2024-03-31,retail,False
618,Jonathan Jacobson,jonathanjacobson_618@example.com,Singapore,2022-03-17,retail,True
619,Emily Wilson,emilywilson_619@example.com,Japan,2022-06-24,retail,True
620,Elizabeth Mendez,elizabethmendez_620@example.com,Australia,2022-12-07,retail,True
621,Casey Hernandez,caseyhernandez_621@example.com,Singapore,2023-11-11,premium,True
622,Lisa Perry,lisaperry_622@example.com,United States,2022-07-21,retail,True
623,Kaitlin Medina,kaitlinmedina_623@example.com,Japan,2023-03-29,retail,True
624,Colleen Wright,colleenwright_624@example.com,Brazil,2024-10-21,retail,False
625,Shelley Miller,shelleymiller_625@example.com,India,2022-08-03,retail,False
626,Michael Miller,michaelmiller_626@example.com,United Kingdom,2022-08-26,business,True
627,Amy Kelley,amykelley_627@example.com,Australia,2023-10-01,retail,True
628,Laura Hernandez,laurahernandez_628@example.com,Japan,2024-09-16,retail,True
629,Joseph Wilson,josephwilson_629@example.com,India,2023-10-16,retail,True
630,Kevin Davis,kevindavis_630@example.com,United Kingdom,2022-02-16,business,True
631,Rhonda Chavez,rhondachavez_631@example.com,Canada,2023-05-15,retail,True
632,Joyce Brown,joycebrown_632@example.com,Australia,2024-05-23,premium,True
633,Robert Cummings,robertcummings_633@example.com,Singapore,2023-01-13,retail,True
634,Robert Reese,robertreese_634@example.com,Singapore,2022-03-01,retail,True
635,Amber Cooper,ambercooper_635@example.com,India,2024-05-29,retail,True
636,Zachary Michael,zacharymichael_636@example.com,Germany,2023-07-25,retail,True
637,Timothy Johnson,timothyjohnson_637@example.com,United Kingdom,2022-07-28,retail,True
638,Randy Cannon,randycannon_638@example.com,Australia,2023-10-30,retail,True
639,Maria Fisher,mariafisher_639@example.com,India,2024-12-16,premium,True
640,Janet Kane DVM,janetkanedvm_640@example.com,Singapore,2024-03-14,retail,True
641,Michael Stanley,michaelstanley_641@example.com,India,2022-12-20,business,True
642,Martha Bailey,marthabailey_642@example.com,France,2022-06-23,retail,True
643,Joshua Rice,joshuarice_643@example.com,Germany,2023-09-18,retail,True
644,Courtney Smith,courtneysmith_644@example.com,Canada,2024-11-12,retail,True
645,Edwin Nunez,edwinnunez_645@example.com,Brazil,2024-02-25,retail,True
646,Kim Morrow,kimmorrow_646@example.com,Japan,2022-12-21,retail,True
647,Gregory Hill,gregoryhill_647@example.com,Canada,2023-01-19,retail,True
648,Molly Rodriguez,mollyrodriguez_648@example.com,United States,2024-01-06,premium,True
649,Jennifer Miranda,jennifermiranda_649@example.com,Germany,2024-02-26,premium,True
650,Alexis Harris,alexisharris_650@example.com,India,2024-04-17,retail,True
651,Andrew Harper,andrewharper_651@example.com,India,2024-09-27,retail,True
652,Amber Yang,amberyang_652@example.com,Germany,2023-08-22,retail,True
653,David Robinson,davidrobinson_653@example.com,France,2022-12-11,retail,True
654,Amy Gordon,amygordon_654@example.com,India,2024-11-12,retail,True
655,Robert Dennis,robertdennis_655@example.com,Japan,2024-01-22,retail,True
656,Kyle Chambers,kylechambers_656@example.com,India,2023-03-24,premium,True
657,Eric Thomas,ericthomas_657@example.com,Germany,2023-09-02,business,True
658,Connie Turner,connieturner_658@example.com,France,2023-12-15,business,True
659,Travis Hobbs,travishobbs_659@example.com,United Kingdom,2023-05-01,retail,True
660,Lori Simmons,lorisimmons_660@example.com,Australia,2024-05-26,retail,True
661,William David DDS,williamdaviddds_661@example.com,Germany,2023-02-28,business,True
662,Emma Butler,emmabutler_662@example.com,Japan,2023-07-30,retail,True
663,James Webster,jameswebster_663@example.com,France,2023-08-16,retail,False
664,Samuel Turner,samuelturner_664@example.com,Japan,2022-07-15,retail,True
665,Renee Melendez,reneemelendez_665@example.com,Singapore,2022-05-02,premium,True
666,Tracy Grant,tracygrant_666@example.com,Canada,2022-09-29,retail,True
667,David Harris,davidharris_667@example.com,Germany,2024-03-15,retail,True
668,Tammy Boone,tammyboone_668@example.com,France,2024-04-28,retail,True
669,Nathaniel Lee,nathaniellee_669@example.com,United Kingdom,2024-04-05,retail,True
670,Michael Morrison,michaelmorrison_670@example.com,Australia,2024-07-20,premium,True
671,Chelsea Gill,chelseagill_671@example.com,United States,2022-07-10,retail,True
672,Kristin Mendoza,kristinmendoza_672@example.com,Australia,2022-05-10,retail,True
673,Felicia Krueger,feliciakrueger_673@example.com,Singapore,2023-03-10,retail,True
674,Timothy Hayden,timothyhayden_674@example.com,France,2023-11-23,retail,True
675,Zachary Mendoza,zacharymendoza_675@example.com,India,2023-12-05,business,True
676,Larry Harris,larryharris_676@example.com,United States,2022-07-23,retail,True
677,Kristen Rowe,kristenrowe_677@example.com,United States,2022-09-12,business,True
678,Joseph Howard,josephhoward_678@example.com,India,2022-01-02,premium,True
679,Jose Crawford,josecrawford_679@example.com,Canada,2023-09-11,retail,False
680,William Harrison,williamharrison_680@example.com,France,2022-07-11,retail,True
681,Suzanne Wood,suzannewood_681@example.com,Australia,2022-12-05,retail,True
682,Justin Walker,justinwalker_682@example.com,Germany,2024-05-29,retail,True
683,Dean Donovan,deandonovan_683@example.com,United States,2023-03-14,retail,True
684,Jennifer Hernandez,jenniferhernandez_684@example.com,Germany,2024-11-29,retail,True
685,James Whitaker,jameswhitaker_685@example.com,Australia,2022-09-04,premium,True
686,Mr. Michael Scott PhD,mrmichaelscottphd_686@example.com,Canada,2024-09-05,retail,True
687,Maria Henry,mariahenry_687@example.com,United Kingdom,2022-07-31,retail,True
688,Robert Jackson,robertjackson_688@example.com,Canada,2024-02-23,retail,True
689,Katherine Stark,katherinestark_689@example.com,Canada,2022-10-20,retail,True
690,Maria Brown,mariabrown_690@example.com,Brazil,2022-12-03,retail,True
691,Ryan Landry,ryanlandry_691@example.com,Canada,2024-04-23,retail,True
692,Pamela Gutierrez,pamelagutierrez_692@example.com,Germany,2022-06-27,business,True
693,Crystal Mann,crystalmann_693@example.com,United Kingdom,2024-02-26,retail,True
694,Jonathan Brooks,jonathanbrooks_694@example.com,Canada,2023-05-23,retail,True
695,Mary Jensen,maryjensen_695@example.com,Japan,2023-08-07,retail,True
696,Mr. Aaron Arnold,mraaronarnold_696@example.com,France,2023-02-25,retail,True
697,Joseph Hill,josephhill_697@example.com,Singapore,2023-08-29,retail,True
698,Alicia Li,aliciali_698@example.com,Germany,2024-10-10,retail,True
699,Renee Browning,reneebrowning_699@example.com,Brazil,2022-05-26,retail,False
700,Brent Hernandez,brenthernandez_700@example.com,Australia,2023-10-11,retail,True
701,Joseph Ochoa,josephochoa_701@example.com,Brazil,2024-05-11,retail,True
702,James Watson,jameswatson_702@example.com,India,2022-05-30,retail,True
703,Karl Branch,karlbranch_703@example.com,France,2023-03-18,retail,True
704,Michael Abbott,michaelabbott_704@example.com,Singapore,2024-11-03,retail,True
705,Shannon Malone,shannonmalone_705@example.com,Singapore,2024-05-17,retail,True
706,James Tran,jamestran_706@example.com,Japan,2022-11-09,retail,True
707,Adam Jackson,adamjackson_707@example.com,Japan,2023-02-21,premium,True
708,Mr. Richard Knight PhD,mrrichardknightphd_708@example.com,Australia,2024-03-11,retail,True
709,Joseph Williams,josephwilliams_709@example.com,United Kingdom,2023-09-28,retail,True
710,Sean Clay,seanclay_710@example.com,Germany,2022-04-29,retail,False
711,Anthony Jones,anthonyjones_711@example.com,United Kingdom,2024-07-17,retail,True
712,Stephanie Elliott,stephanieelliott_712@example.com,Canada,2022-09-02,retail,True
713,Timothy Edwards,timothyedwards_713@example.com,United States,2022-12-02,retail,True
714,Laurie Goodwin,lauriegoodwin_714@example.com,Japan,2023-06-15,retail,True
715,Jennifer Jones,jenniferjones_715@example.com,France,2022-08-30,retail,True
716,David Davenport,daviddavenport_716@example.com,Singapore,2023-07-12,retail,True
717,Steven Rivera,stevenrivera_717@example.com,Brazil,2022-06-07,retail,True
718,Brenda Hinton,brendahinton_718@example.com,United States,2024-10-20,business,True
719,Kathryn Mccann,kathrynmccann_719@example.com,Canada,2023-06-07,retail,True
720,Jeffrey Roberson,jeffreyroberson_720@example.com,United Kingdom,2023-04-13,retail,True
721,Randy Friedman,randyfriedman_721@example.com,United States,2023-05-16,retail,True
722,Raymond Johnson,raymondjohnson_722@example.com,Canada,2023-01-02,business,True
723,Willie Henry,williehenry_723@example.com,Japan,2024-05-08,retail,True
724,Todd Reynolds,toddreynolds_724@example.com,Australia,2023-07-10,business,True
725,Mary Miller,marymiller_725@example.com,United Kingdom,2024-10-25,retail,True
726,Rebecca Marquez,rebeccamarquez_726@example.com,Germany,2024-11-22,premium,False
727,Christian Dawson,christiandawson_727@example.com,United Kingdom,2024-08-10,business,True
728,Nancy Stewart,nancystewart_728@example.com,France,2023-11-02,retail,True
729,Aaron Parker,aaronparker_729@example.com,Australia,2023-02-15,retail,True
730,Derrick Anderson,derrickanderson_730@example.com,Brazil,2023-05-12,retail,True
731,Jerry Peters,jerrypeters_731@example.com,India,2023-02-05,retail,True
732,Alexander Gomez,alexandergomez_732@example.com,Germany,2022-11-05,retail,True
733,Kyle Nguyen,kylenguyen_733@example.com,Germany,2023-12-11,retail,True
734,Edgar Hughes,edgarhughes_734@example.com,United States,2023-11-18,retail,True
735,Steven Stein,stevenstein_735@example.com,France,2022-08-01,retail,False
736,Laura Jackson,laurajackson_736@example.com,Singapore,2024-10-04,premium,False
737,Charles Turner,charlesturner_737@example.com,Canada,2023-07-28,retail,False
738,Arthur Hamilton MD,arthurhamiltonmd_738@example.com,Japan,2024-04-25,retail,True
739,Mr. David Wright,mrdavidwright_739@example.com,United Kingdom,2022-07-15,retail,True
740,Linda Gonzalez,lindagonzalez_740@example.com,Singapore,2022-06-03,retail,True
741,Eric Rush,ericrush_741@example.com,Canada,2023-04-30,retail,True
742,Manuel Brock,manuelbrock_742@example.com,Singapore,2023-10-31,retail,True
743,George Ochoa,georgeochoa_743@example.com,United Kingdom,2023-02-20,retail,True
744,Valerie Taylor,valerietaylor_744@example.com,United Kingdom,2022-11-15,retail,True
745,Travis Harris,travisharris_745@example.com,Australia,2024-04-12,retail,True
746,Vincent Novak,vincentnovak_746@example.com,Germany,2024-07-14,retail,True
747,Michael Henry,michaelhenry_747@example.com,United Kingdom,2022-07-05,retail,True
748,Dana Bennett,danabennett_748@example.com,Brazil,2022-03-24,retail,True
749,Jenna Wilson,jennawilson_749@example.com,Canada,2022-07-06,retail,False
750,Leslie Gardner,lesliegardner_750@example.com,Singapore,2024-11-17,retail,True
751,Krista Benton,kristabenton_751@example.com,Canada,2022-03-05,premium,True
752,Michael Gonzales,michaelgonzales_752@example.com,Japan,2023-05-27,retail,True
753,Michael Fuentes,michaelfuentes_753@example.com,Canada,2022-09-06,retail,True
754,Jennifer Porter,jenniferporter_754@example.com,Germany,2022-09-25,retail,True
755,Dana Hopkins,danahopkins_755@example.com,United Kingdom,2023-06-15,business,True
756,Rachel Jones,racheljones_756@example.com,United Kingdom,2023-02-09,business,True
757,Karen Morales DDS,karenmoralesdds_757@example.com,Canada,2022-07-08,business,True
758,Melissa Stephens,melissastephens_758@example.com,Australia,2022-09-08,retail,True
759,Heather Woodard,heatherwoodard_759@example.com,Canada,2024-06-06,business,True
760,Margaret Miller,margaretmiller_760@example.com,United States,2024-02-23,retail,True
761,Mary Kelly,marykelly_761@example.com,Germany,2023-01-19,retail,True
762,Amanda Terrell,amandaterrell_762@example.com,Canada,2022-03-12,retail,True
763,Jennifer Goodwin,jennifergoodwin_763@example.com,France,2024-10-18,retail,True
764,Jessica Smith,jessicasmith_764@example.com,United States,2022-06-29,retail,True
765,Jorge Stone,jorgestone_765@example.com,Germany,2024-12-12,retail,False
766,Laura Griffin,lauragriffin_766@example.com,Japan,2022-02-09,premium,True
767,Raymond Chapman,raymondchapman_767@example.com,Australia,2024-09-09,retail,True
768,Haley Johnson,haleyjohnson_768@example.com,Brazil,2024-10-25,retail,True
769,Jason Nixon,jasonnixon_769@example.com,United States,2023-10-16,retail,True
770,Todd Thomas,toddthomas_770@example.com,France,2022-04-30,business,True
771,Jesse Clark,jesseclark_771@example.com,Australia,2023-04-22,premium,True
772,Mr. Jeffrey Horton,mrjeffreyhorton_772@example.com,Germany,2023-06-30,retail,True
773,Eric Patrick,ericpatrick_773@example.com,United States,2023-03-26,retail,False
774,Samuel Wong,samuelwong_774@example.com,Singapore,2023-12-28,business,False
775,Carly Riggs,carlyriggs_775@example.com,Canada,2022-12-27,retail,True
776,Christopher Moore,christophermoore_776@example.com,Australia,2022-02-27,retail,True
777,Tina Hall,tinahall_777@example.com,Brazil,2022-10-19,retail,True
778,Cody Davidson,codydavidson_778@example.com,India,2023-09-25,retail,True
779,Allen Mendez,allenmendez_779@example.com,United States,2023-04-22,retail,True
780,Kevin Price,kevinprice_780@example.com,India,2022-01-02,retail,True
781,Christine Goodwin,christinegoodwin_781@example.com,Canada,2023-11-29,retail,False
782,Amy Garcia,amygarcia_782@example.com,Australia,2022-05-02,retail,True
783,Chelsea Nguyen,chelseanguyen_783@example.com,Canada,2022-08-16,business,True
784,Dennis Huffman,dennishuffman_784@example.com,United Kingdom,2024-02-05,retail,True
785,Margaret Harper,margaretharper_785@example.com,Brazil,2022-07-26,retail,True
786,Laurie Bailey,lauriebailey_786@example.com,Canada,2024-06-13,retail,False
787,Lisa Cervantes,lisacervantes_787@example.com,Australia,2022-12-23,retail,True
788,Elizabeth Mendez,elizabethmendez_788@example.com,Brazil,2024-01-01,retail,True
789,Cesar Wilson,cesarwilson_789@example.com,Canada,2024-02-14,retail,True
790,Clayton Steele,claytonsteele_790@example.com,Canada,2022-12-30,retail,False
791,Jennifer Taylor,jennifertaylor_791@example.com,Brazil,2024-03-12,business,True
792,Cody Reid,codyreid_792@example.com,Brazil,2022-03-08,retail,True
793,Maria Cooke,mariacooke_793@example.com,Brazil,2023-03-29,retail,True
794,Katherine Taylor,katherinetaylor_794@example.com,India,2022-10-16,retail,True
795,Jerry Brown,jerrybrown_795@example.com,Australia,2023-10-17,retail,True
796,Adam Taylor,adamtaylor_796@example.com,United Kingdom,2023-11-19,retail,True
797,Tracey Wagner,traceywagner_797@example.com,Germany,2022-05-19,retail,True
798,Michael Perry PhD,michaelperryphd_798@example.com,United States,2022-04-09,retail,True
799,Bradley Johnson DDS,bradleyjohnsondds_799@example.com,Canada,2024-04-27,retail,True
800,Donald Medina,donaldmedina_800@example.com,Japan,2024-02-08,retail,True
801,Jim Newton,jimnewton_801@example.com,Brazil,2023-04-07,retail,True
802,Krista Wilson,kristawilson_802@example.com,United States,2023-08-27,retail,True
803,Reginald Morrow,reginaldmorrow_803@example.com,United Kingdom,2022-06-01,retail,True
804,Rodney Williams,rodneywilliams_804@example.com,Canada,2022-06-03,retail,True
805,Kimberly Fritz,kimberlyfritz_805@example.com,United Kingdom,2023-11-24,retail,True
806,Ronald Potter,ronaldpotter_806@example.com,India,2022-03-05,retail,True
807,Zachary Cole,zacharycole_807@example.com,Brazil,2024-06-08,retail,True
808,Robert Gonzales,robertgonzales_808@example.com,Germany,2023-01-25,retail,True
809,Patricia Young PhD,patriciayoungphd_809@example.com,Japan,2023-06-28,retail,True
810,Heather Page,heatherpage_810@example.com,United Kingdom,2022-04-12,retail,True
811,Carol Taylor,caroltaylor_811@example.com,India,2022-11-11,retail,True
812,Daniel Brown,danielbrown_812@example.com,United Kingdom,2023-08-27,business,True
813,Douglas Ryan,douglasryan_813@example.com,India,2023-02-13,retail,True
814,Michael Roberts,michaelroberts_814@example.com,France,2022-06-17,retail,True
815,Scott Duke,scottduke_815@example.com,Singapore,2024-08-22,retail,True
816,Anna Estes,annaestes_816@example.com,United Kingdom,2024-03-04,retail,True
817,Tamara Riddle,tamarariddle_817@example.com,Australia,2023-01-18,retail,True
818,Beth Cline,bethcline_818@example.com,India,2023-06-24,retail,True
819,Michael Poole,michaelpoole_819@example.com,United States,2022-11-06,retail,True
820,Megan Burns,meganburns_820@example.com,United Kingdom,2023-12-06,business,True
821,Debra Perry,debraperry_821@example.com,Brazil,2023-04-11,retail,True
822,Mark Beard,markbeard_822@example.com,Japan,2024-05-07,premium,True
823,Jose Ramirez,joseramirez_823@example.com,India,2023-04-28,retail,True
824,Jackie Clements,jackieclements_824@example.com,United States,2024-10-25,retail,True
825,Aaron Schroeder,aaronschroeder_825@example.com,Brazil,2022-10-29,retail,True
826,Monica Ellis,monicaellis_826@example.com,Canada,2022-12-09,premium,True
827,Heather Brown,heatherbrown_827@example.com,Canada,2022-03-29,retail,False
828,Claudia Jordan,claudiajordan_828@example.com,Singapore,2023-02-18,premium,True
829,Derrick Clayton,derrickclayton_829@example.com,Brazil,2023-06-13,retail,True
830,Kenneth Knight,kennethknight_830@example.com,United Kingdom,2022-06-28,retail,True
831,Mr. Michael Williams,mrmichaelwilliams_831@example.com,Australia,2023-07-20,retail,False
832,Richard Stevens,richardstevens_832@example.com,United States,2024-12-06,retail,True
833,Scott Alexander,scottalexander_833@example.com,Canada,2022-10-31,retail,True
834,Tyler Harris,tylerharris_834@example.com,United Kingdom,2022-08-05,retail,True
835,Bonnie Santos,bonniesantos_835@example.com,France,2023-12-06,business,True
836,Timothy Hill,timothyhill_836@example.com,India,2024-08-26,retail,True
837,Danielle Watson,daniellewatson_837@example.com,Canada,2024-04-02,retail,True
838,Carol Sanders,carolsanders_838@example.com,Australia,2023-05-02,retail,True
839,Michael Young,michaelyoung_839@example.com,France,2024-02-02,retail,True
840,Michele Smith,michelesmith_840@example.com,France,2023-09-29,retail,True
841,Casey Perez,caseyperez_841@example.com,United Kingdom,2023-04-12,retail,False
842,Alexandra Dominguez,alexandradominguez_842@example.com,India,2023-10-20,retail,True
843,Virginia Henderson,virginiahenderson_843@example.com,United Kingdom,2023-01-20,retail,False
844,Benjamin Reyes,benjaminreyes_844@example.com,Singapore,2024-09-19,retail,True
845,Ashley Edwards,ashleyedwards_845@example.com,United States,2024-11-21,retail,True
846,Breanna Ayala,breannaayala_846@example.com,Japan,2024-04-06,retail,True
847,Brandi Haney,brandihaney_847@example.com,Brazil,2022-03-01,retail,True
848,Joseph Smith,josephsmith_848@example.com,Germany,2022-04-29,retail,True
849,Jessica Bowen,jessicabowen_849@example.com,Australia,2023-02-12,retail,True
850,Brittany Jenkins,brittanyjenkins_850@example.com,Japan,2024-03-23,retail,True
851,Shannon Miller,shannonmiller_851@example.com,United States,2023-05-11,retail,True
852,Paul Lawrence,paullawrence_852@example.com,Canada,2024-08-29,retail,True
853,Victor Edwards,victoredwards_853@example.com,Canada,2023-06-14,retail,True
854,Donald Miller,donaldmiller_854@example.com,France,2022-02-26,retail,True
855,Lindsay Lawson,lindsaylawson_855@example.com,Brazil,2023-03-15,business,True
856,Melissa Abbott,melissaabbott_856@example.com,Germany,2023-07-06,retail,True
857,Elizabeth Holmes,elizabethholmes_857@example.com,United States,2024-08-28,business,True
858,Nicole Phillips,nicolephillips_858@example.com,Brazil,2022-01-18,retail,True
859,Steven Blevins,stevenblevins_859@example.com,France,2023-07-18,retail,True
860,Brian Porter MD,brianportermd_860@example.com,Australia,2024-07-29,retail,True
861,Vanessa Hatfield,vanessahatfield_861@example.com,Japan,2024-03-24,retail,True
862,Bonnie Valencia,bonnievalencia_862@example.com,Australia,2023-08-02,retail,True
863,Holly Vega,hollyvega_863@example.com,United Kingdom,2023-11-20,premium,True
864,Tiffany Townsend,tiffanytownsend_864@example.com,France,2023-06-19,retail,False
865,Austin Baker,austinbaker_865@example.com,France,2023-01-21,retail,True
866,Antonio Mccormick,antoniomccormick_866@example.com,United States,2024-04-07,retail,True
867,Lori Mason,lorimason_867@example.com,United States,2024-10-15,premium,True
868,Michael Miller,michaelmiller_868@example.com,Singapore,2024-04-08,retail,True
869,Lisa Ramirez,lisaramirez_869@example.com,Brazil,2023-01-24,retail,True
870,Jorge Harris,jorgeharris_870@example.com,Japan,2024-09-01,business,True
871,Kimberly Myers,kimberlymyers_871@example.com,Japan,2023-09-07,business,True
872,Sandra Becker,sandrabecker_872@example.com,Japan,2023-01-06,retail,True
873,Michael Blair,michaelblair_873@example.com,France,2023-01-10,business,True
874,Amy Miller,amymiller_874@example.com,United Kingdom,2023-04-01,retail,True
875,Jesse Lynch,jesselynch_875@example.com,France,2024-05-11,retail,True
876,Patrick Yang,patrickyang_876@example.com,France,2023-08-26,retail,True
877,Michael Miles,michaelmiles_877@example.com,United States,2022-05-26,retail,True
878,Troy Mills,troymills_878@example.com,United Kingdom,2024-02-21,retail,True
879,Michelle Jackson,michellejackson_879@example.com,Canada,2022-10-09,premium,True
880,Richard Adams,richardadams_880@example.com,Brazil,2024-07-26,retail,True
881,Patricia Johnson,patriciajohnson_881@example.com,Canada,2022-06-15,retail,True
882,Denise Brown,denisebrown_882@example.com,Canada,2023-10-04,retail,True
883,Laura Jones,laurajones_883@example.com,France,2023-03-05,retail,True
884,Ian Porter,ianporter_884@example.com,Canada,2024-09-29,retail,True
885,Holly Scott,hollyscott_885@example.com,Canada,2024-06-07,retail,True
886,Kenneth Sharp,kennethsharp_886@example.com,India,2024-02-25,retail,True
887,Jordan Williams,jordanwilliams_887@example.com,Australia,2022-01-29,business,True
888,Dana Ruiz,danaruiz_888@example.com,Japan,2023-01-26,retail,True
889,Chris Velazquez,chrisvelazquez_889@example.com,Germany,2023-04-09,retail,True
890,Kristen Sloan,kristensloan_890@example.com,Canada,2022-07-30,retail,True
891,Jennifer Morris,jennifermorris_891@example.com,Canada,2022-05-14,business,True
892,Nathan Nelson,nathannelson_892@example.com,France,2024-07-22,retail,True
893,Jake Shaw,jakeshaw_893@example.com,Australia,2024-06-07,business,False
894,Cassie Brock,cassiebrock_894@example.com,Australia,2024-09-30,retail,True
895,Dr. Andrea Marshall,drandreamarshall_895@example.com,Singapore,2022-02-09,retail,True
896,Ryan Murphy,ryanmurphy_896@example.com,Canada,2023-03-09,retail,True
897,Aimee Gonzalez,aimeegonzalez_897@example.com,Canada,2022-09-10,retail,True
898,Elizabeth Dean,elizabethdean_898@example.com,United States,2024-02-08,business,True
899,Kevin Snyder,kevinsnyder_899@example.com,Japan,2022-04-10,retail,True
900,Christie Mccullough,christiemccullough_900@example.com,United Kingdom,2022-02-10,retail,True
901,Danielle Smith,daniellesmith_901@example.com,India,2024-02-18,retail,True
902,David Reed,davidreed_902@example.com,Canada,2023-02-25,retail,True
903,Sherry Tapia,sherrytapia_903@example.com,France,2024-05-11,retail,True
904,Matthew Sweeney,matthewsweeney_904@example.com,France,2022-10-08,retail,True
905,Ashley Moreno,ashleymoreno_905@example.com,Japan,2022-08-30,retail,True
906,Johnathan Brown,johnathanbrown_906@example.com,India,2023-02-11,retail,True
907,Michelle Davis DVM,michelledavisdvm_907@example.com,Japan,2023-02-18,retail,True
908,Kelly Haynes,kellyhaynes_908@example.com,Canada,2022-03-22,retail,False
909,William Miller,williammiller_909@example.com,India,2023-11-09,retail,True
910,Casey Wilkins,caseywilkins_910@example.com,United Kingdom,2022-08-15,business,True
911,Keith Graham,keithgraham_911@example.com,Canada,2022-07-04,retail,True
912,Cynthia Green,cynthiagreen_912@example.com,United Kingdom,2023-06-09,retail,True
913,Robert Haynes,roberthaynes_913@example.com,France,2023-06-25,retail,True
914,Emily Nelson,emilynelson_914@example.com,Canada,2022-03-22,business,True
915,Dale Chan,dalechan_915@example.com,Australia,2024-05-22,retail,True
916,Brittney Martin,brittneymartin_916@example.com,United States,2022-01-20,business,True
917,Jason Herrera,jasonherrera_917@example.com,Canada,2023-11-05,retail,True
918,Christine Parker,christineparker_918@example.com,Brazil,2023-07-04,business,True
919,Bryan Moore,bryanmoore_919@example.com,Australia,2023-01-10,retail,True
920,Samantha Terry,samanthaterry_920@example.com,India,2023-07-11,business,True
921,Russell Murphy,russellmurphy_921@example.com,India,2024-05-13,retail,True
922,David Kelly,davidkelly_922@example.com,United Kingdom,2022-09-29,retail,True
923,Megan Green,megangreen_923@example.com,Canada,2022-08-01,retail,True
924,Amanda Sullivan MD,amandasullivanmd_924@example.com,Brazil,2024-06-16,retail,True
925,Danielle Murray,daniellemurray_925@example.com,Australia,2022-03-01,business,True
926,Brenda Smith,brendasmith_926@example.com,Canada,2024-09-16,business,True
927,Vickie Anderson,vickieanderson_927@example.com,Singapore,2024-06-21,retail,True
928,Jacqueline Mccoy,jacquelinemccoy_928@example.com,Australia,2022-01-26,retail,True
929,Lauren Green,laurengreen_929@example.com,Brazil,2023-04-04,premium,True
930,Alison Brown,alisonbrown_930@example.com,Australia,2024-11-29,retail,True
931,Jill Anderson,jillanderson_931@example.com,United Kingdom,2024-06-05,retail,True
932,Sandra Rivera,sandrarivera_932@example.com,Australia,2024-02-28,retail,True
933,Joel Jackson,joeljackson_933@example.com,Brazil,2022-04-22,retail,False
934,Samantha Foster,samanthafoster_934@example.com,Japan,2024-08-19,business,True
935,Michael Thompson,michaelthompson_935@example.com,United Kingdom,2024-10-03,retail,True
936,Cody Ramirez,codyramirez_936@example.com,France,2022-04-14,retail,True
937,Amanda Harvey,amandaharvey_937@example.com,Singapore,2024-04-05,business,True
938,Edward Jenkins,edwardjenkins_938@example.com,India,2024-07-06,retail,True
939,Amy Ramirez,amyramirez_939@example.com,Australia,2022-09-01,premium,True
940,Curtis Wilkerson,curtiswilkerson_940@example.com,United States,2022-07-30,retail,True
941,Lydia Pham,lydiapham_941@example.com,Japan,2022-01-01,business,True
942,Virginia Casey,virginiacasey_942@example.com,Brazil,2023-09-16,business,True
943,Joshua Washington,joshuawashington_943@example.com,India,2023-11-30,retail,True
944,Kathryn Price,kathrynprice_944@example.com,Germany,2024-07-19,retail,True
945,Francis Robinson,francisrobinson_945@example.com,Brazil,2024-08-26,retail,True
946,Paula Brown,paulabrown_946@example.com,India,2022-08-22,retail,True
947,Kendra Wang DVM,kendrawangdvm_947@example.com,United States,2023-12-01,retail,True
948,Ariel Sandoval,arielsandoval_948@example.com,France,2024-12-05,retail,True
949,Robert Stark,robertstark_949@example.com,Canada,2024-10-05,retail,True
950,Zachary Robinson,zacharyrobinson_950@example.com,Singapore,2022-08-08,retail,True
951,Rebecca Kelly,rebeccakelly_951@example.com,United Kingdom,2024-03-15,retail,True
952,Sarah Thompson,sarahthompson_952@example.com,Germany,2023-11-24,retail,True
